Analysis Neighborhood,Incident Year-Month,Incident Datetime
Japantown,2020-11,10
Japantown,2020-12,7
Japantown,2021-01,10
Japantown,2021-02,8
Japantown,2021-03,13
Japantown,2021-04,6
Japantown,2021-05,10
Japantown,2021-06,9
Japantown,2021-07,6
Japantown,2021-08,14
Japantown,2021-09,15
Japantown,2021-10,11
Japantown,2021-11,13
Japantown,2021-12,3
Japantown,2022-01,18
Japantown,2022-02,11
Japantown,2022-03,27
Japantown,2022-04,17
Japantown,2022-05,10
Japantown,2022-06,11
Japantown,2022-07,10
Japantown,2022-08,7
Japantown,2022-09,13
Japantown,2022-10,11
Japantown,2022-11,13
Japantown,2022-12,18
Lakeshore,2018-01,29
Lakeshore,2018-02,31
Lakeshore,2018-03,40
Lakeshore,2018-04,15
Lakeshore,2018-05,28
Lakeshore,2018-06,28
Lakeshore,2018-07,22
Lakeshore,2018-08,19
Lakeshore,2018-09,34
Lakeshore,2018-10,17
Lakeshore,2018-11,20
Lakeshore,2018-12,36
Lakeshore,2019-01,24
Lakeshore,2019-02,23
Lakeshore,2019-03,19
Lakeshore,2019-04,21
Lakeshore,2019-05,32
Lakeshore,2019-06,24
Lakeshore,2019-07,14
Lakeshore,2019-08,27
Lakeshore,2019-09,22
Lakeshore,2019-10,30
Lakeshore,2019-11,25
Lakeshore,2019-12,17
Lakeshore,2020-01,26
Lakeshore,2020-02,19
Lakeshore,2020-03,15
Lakeshore,2020-04,11
Lakeshore,2020-05,14
Lakeshore,2020-06,15
Lakeshore,2020-07,17
Lakeshore,2020-08,22
Lakeshore,2020-09,25
Lakeshore,2020-10,19
Lakeshore,2020-11,18
Lakeshore,2020-12,21
Lakeshore,2021-01,28
Lakeshore,2021-02,16
Lakeshore,2021-03,17
Lakeshore,2021-04,17
Lakeshore,2021-05,25
Lakeshore,2021-06,24
Lakeshore,2021-07,16
Lakeshore,2021-08,31
Lakeshore,2021-09,31
Lakeshore,2021-10,22
Lakeshore,2021-11,21
Lakeshore,2021-12,26
Lakeshore,2022-01,15
Lakeshore,2022-02,23
Lakeshore,2022-03,23
Lakeshore,2022-04,19
Lakeshore,2022-05,20
Lakeshore,2022-06,23
Lakeshore,2022-07,39
Lakeshore,2022-08,17
Lakeshore,2022-09,17
Lakeshore,2022-10,16
Lakeshore,2022-11,14
Lakeshore,2022-12,35
Lincoln Park,2018-01,1
Lincoln Park,2018-03,1
Lincoln Park,2018-04,3
Lincoln Park,2018-08,1
Lincoln Park,2018-09,2
Lincoln Park,2018-10,1
Lincoln Park,2018-11,2
Lincoln Park,2018-12,2
Lincoln Park,2019-01,2
Lincoln Park,2019-02,2
Lincoln Park,2019-04,2
Lincoln Park,2019-06,3
Lincoln Park,2019-07,3
Lincoln Park,2019-10,1
Lincoln Park,2019-12,1
Lincoln Park,2020-01,3
Lincoln Park,2020-02,1
Lincoln Park,2020-06,1
Lincoln Park,2020-08,3
Lincoln Park,2020-11,1
Lincoln Park,2020-12,3
Lincoln Park,2021-01,2
Lincoln Park,2021-02,1
Lincoln Park,2021-03,2
Lincoln Park,2021-05,2
Lincoln Park,2021-06,1
Lincoln Park,2021-07,1
Lincoln Park,2021-10,2
Lincoln Park,2021-11,4
Lincoln Park,2021-12,1
Lincoln Park,2022-02,1
Lincoln Park,2022-03,3
Lincoln Park,2022-06,6
Lincoln Park,2022-07,1
Lincoln Park,2022-08,2
Lincoln Park,2022-11,3
Lone Mountain/USF,2018-01,21
Lone Mountain/USF,2018-02,25
Lone Mountain/USF,2018-03,20
Lone Mountain/USF,2018-04,30
Lone Mountain/USF,2018-05,14
Lone Mountain/USF,2018-06,13
Lone Mountain/USF,2018-07,23
Lone Mountain/USF,2018-08,12
Lone Mountain/USF,2018-09,26
Lone Mountain/USF,2018-10,36
Lone Mountain/USF,2018-11,17
Lone Mountain/USF,2018-12,19
Lone Mountain/USF,2019-01,16
Lone Mountain/USF,2019-02,23
Lone Mountain/USF,2019-03,18
Lone Mountain/USF,2019-04,16
Lone Mountain/USF,2019-05,24
Lone Mountain/USF,2019-06,26
Lone Mountain/USF,2019-07,31
Lone Mountain/USF,2019-08,13
Lone Mountain/USF,2019-09,23
Lone Mountain/USF,2019-10,20
Lone Mountain/USF,2019-11,17
Lone Mountain/USF,2019-12,13
Lone Mountain/USF,2020-01,15
Lone Mountain/USF,2020-02,17
Lone Mountain/USF,2020-03,16
Lone Mountain/USF,2020-04,10
Lone Mountain/USF,2020-05,7
Lone Mountain/USF,2020-06,17
Lone Mountain/USF,2020-07,12
Lone Mountain/USF,2020-08,16
Lone Mountain/USF,2020-09,20
Lone Mountain/USF,2020-10,8
Lone Mountain/USF,2020-11,8
Lone Mountain/USF,2020-12,17
Lone Mountain/USF,2021-01,16
Lone Mountain/USF,2021-02,24
Lone Mountain/USF,2021-03,22
Lone Mountain/USF,2021-04,14
Lone Mountain/USF,2021-05,10
Lone Mountain/USF,2021-06,14
Lone Mountain/USF,2021-07,27
Lone Mountain/USF,2021-08,18
Lone Mountain/USF,2021-09,13
Lone Mountain/USF,2021-10,12
Lone Mountain/USF,2021-11,11
Lone Mountain/USF,2021-12,19
Lone Mountain/USF,2022-01,12
Lone Mountain/USF,2022-02,8
Lone Mountain/USF,2022-03,19
Lone Mountain/USF,2022-04,17
Lone Mountain/USF,2022-05,9
Lone Mountain/USF,2022-06,20
Lone Mountain/USF,2022-07,20
Lone Mountain/USF,2022-08,12
Lone Mountain/USF,2022-09,21
Lone Mountain/USF,2022-10,20
Lone Mountain/USF,2022-11,17
Lone Mountain/USF,2022-12,14
Marina,2018-01,32
Marina,2018-02,40
Marina,2018-03,52
Marina,2018-04,39
Marina,2018-05,25
Marina,2018-06,36
Marina,2018-07,38
Marina,2018-08,32
Marina,2018-09,27
Marina,2018-10,27
Marina,2018-11,17
Marina,2018-12,27
Marina,2019-01,42
Marina,2019-02,43
Marina,2019-03,26
Marina,2019-04,33
Marina,2019-05,35
Marina,2019-06,45
Marina,2019-07,33
Marina,2019-08,27
Marina,2019-09,44
Marina,2019-10,52
Marina,2019-11,62
Marina,2019-12,48
Marina,2020-01,60
Marina,2020-02,40
Marina,2020-03,51
Marina,2020-04,35
Marina,2020-05,40
Marina,2020-06,31
Marina,2020-07,34
Marina,2020-08,40
Marina,2020-09,57
Marina,2020-10,23
Marina,2020-11,47
Marina,2020-12,53
Marina,2021-01,54
Marina,2021-02,50
Marina,2021-03,51
Marina,2021-04,57
Marina,2021-05,45
Marina,2021-06,44
Marina,2021-07,56
Marina,2021-08,48
Marina,2021-09,59
Marina,2021-10,53
Marina,2021-11,40
Marina,2021-12,35
Marina,2022-01,50
Marina,2022-02,51
Marina,2022-03,66
Marina,2022-04,51
Marina,2022-05,50
Marina,2022-06,39
Marina,2022-07,43
Marina,2022-08,44
Marina,2022-09,43
Marina,2022-10,38
Marina,2022-11,46
Marina,2022-12,47
McLaren Park,2018-01,4
McLaren Park,2018-02,1
McLaren Park,2018-03,1
McLaren Park,2018-04,6
McLaren Park,2018-05,1
McLaren Park,2018-06,1
McLaren Park,2018-07,3
McLaren Park,2018-08,1
McLaren Park,2018-09,2
McLaren Park,2018-11,2
McLaren Park,2018-12,1
McLaren Park,2019-03,9
McLaren Park,2019-05,1
McLaren Park,2019-06,2
McLaren Park,2019-08,3
McLaren Park,2019-09,2
McLaren Park,2019-10,1
McLaren Park,2019-11,3
McLaren Park,2019-12,2
McLaren Park,2020-01,1
McLaren Park,2020-02,1
McLaren Park,2020-03,1
McLaren Park,2020-04,1
McLaren Park,2020-05,1
McLaren Park,2020-06,1
McLaren Park,2020-07,3
McLaren Park,2020-08,2
McLaren Park,2020-09,2
McLaren Park,2020-10,1
McLaren Park,2020-11,1
McLaren Park,2020-12,1
McLaren Park,2021-02,2
McLaren Park,2021-04,2
McLaren Park,2021-05,2
McLaren Park,2021-06,1
McLaren Park,2021-07,2
McLaren Park,2021-08,3
McLaren Park,2021-09,1
McLaren Park,2021-10,3
McLaren Park,2021-11,1
McLaren Park,2021-12,2
McLaren Park,2022-02,1
McLaren Park,2022-03,2
McLaren Park,2022-04,1
McLaren Park,2022-05,2
McLaren Park,2022-06,3
McLaren Park,2022-07,2
McLaren Park,2022-08,5
McLaren Park,2022-09,1
McLaren Park,2022-10,2
McLaren Park,2022-11,2
McLaren Park,2022-12,4
Mission,2018-01,203
Mission,2018-02,225
Mission,2018-03,266
Mission,2018-04,229
Mission,2018-05,274
Mission,2018-06,240
Mission,2018-07,272
Mission,2018-08,281
Mission,2018-09,289
Mission,2018-10,182
Mission,2018-11,233
Mission,2018-12,192
Mission,2019-01,250
Mission,2019-02,178
Mission,2019-03,201
Mission,2019-04,220
Mission,2019-05,217
Mission,2019-06,223
Mission,2019-07,246
Mission,2019-08,250
Mission,2019-09,233
Mission,2019-10,234
Mission,2019-11,185
Mission,2019-12,183
Mission,2020-01,224
Mission,2020-02,254
Mission,2020-03,209
Mission,2020-04,183
Mission,2020-05,169
Mission,2020-06,154
Mission,2020-07,159
Mission,2020-08,163
Mission,2020-09,149
Mission,2020-10,168
Mission,2020-11,144
Mission,2020-12,170
Mission,2021-01,169
Mission,2021-02,171
Mission,2021-03,192
Mission,2021-04,154
Mission,2021-05,166
Mission,2021-06,193
Mission,2021-07,201
Mission,2021-08,210
Mission,2021-09,192
Mission,2021-10,185
Mission,2021-11,189
Mission,2021-12,179
Mission,2022-01,172
Mission,2022-02,150
Mission,2022-03,182
Mission,2022-04,216
Mission,2022-05,231
Mission,2022-06,212
Mission,2022-07,238
Mission,2022-08,210
Mission,2022-09,193
Mission,2022-10,201
Mission,2022-11,188
Mission,2022-12,177
Mission Bay,2018-01,39
Mission Bay,2018-02,22
Mission Bay,2018-03,55
Mission Bay,2018-04,39
Mission Bay,2018-05,39
Mission Bay,2018-06,40
Mission Bay,2018-07,51
Mission Bay,2018-08,39
Mission Bay,2018-09,40
Mission Bay,2018-10,37
Mission Bay,2018-11,34
Mission Bay,2018-12,42
Mission Bay,2019-01,64
Mission Bay,2019-02,22
Mission Bay,2019-03,36
Mission Bay,2019-04,33
Mission Bay,2019-05,52
Mission Bay,2019-06,40
Mission Bay,2019-07,42
Mission Bay,2019-08,40
Mission Bay,2019-09,46
Mission Bay,2019-10,43
Mission Bay,2019-11,47
Mission Bay,2019-12,34
Mission Bay,2020-01,53
Mission Bay,2020-02,37
Mission Bay,2020-03,32
Mission Bay,2020-04,25
Mission Bay,2020-05,34
Mission Bay,2020-06,42
Mission Bay,2020-07,57
Mission Bay,2020-08,46
Mission Bay,2020-09,41
Mission Bay,2020-10,70
Mission Bay,2020-11,32
Mission Bay,2020-12,47
Mission Bay,2021-01,57
Mission Bay,2021-02,36
Mission Bay,2021-03,33
Mission Bay,2021-04,42
Mission Bay,2021-05,62
Mission Bay,2021-06,44
Mission Bay,2021-07,37
Mission Bay,2021-08,35
Mission Bay,2021-09,39
Mission Bay,2021-10,41
Mission Bay,2021-11,37
Mission Bay,2021-12,32
Mission Bay,2022-01,26
Mission Bay,2022-02,47
Mission Bay,2022-03,45
Mission Bay,2022-04,53
Mission Bay,2022-05,40
Mission Bay,2022-06,47
Mission Bay,2022-07,45
Mission Bay,2022-08,23
Mission Bay,2022-09,30
Mission Bay,2022-10,23
Mission Bay,2022-11,34
Mission Bay,2022-12,32
Nob Hill,2018-01,57
Nob Hill,2018-02,41
Nob Hill,2018-03,57
Nob Hill,2018-04,60
Nob Hill,2018-05,35
Nob Hill,2018-06,59
Nob Hill,2018-07,47
Nob Hill,2018-08,60
Nob Hill,2018-09,55
Nob Hill,2018-10,59
Nob Hill,2018-11,29
Nob Hill,2018-12,49
Nob Hill,2019-01,38
Nob Hill,2019-02,52
Nob Hill,2019-03,58
Nob Hill,2019-04,75
Nob Hill,2019-05,65
Nob Hill,2019-06,65
Nob Hill,2019-07,79
Nob Hill,2019-08,60
Nob Hill,2019-09,62
Nob Hill,2019-10,66
Nob Hill,2019-11,41
Nob Hill,2019-12,60
Nob Hill,2020-01,69
Nob Hill,2020-02,58
Nob Hill,2020-03,71
Nob Hill,2020-04,68
Nob Hill,2020-05,86
Nob Hill,2020-06,44
Nob Hill,2020-07,62
Nob Hill,2020-08,35
Nob Hill,2020-09,64
Nob Hill,2020-10,64
Nob Hill,2020-11,53
Nob Hill,2020-12,58
Nob Hill,2021-01,68
Nob Hill,2021-02,43
Nob Hill,2021-03,75
Nob Hill,2021-04,65
Nob Hill,2021-05,46
Nob Hill,2021-06,42
Nob Hill,2021-07,58
Nob Hill,2021-08,62
Nob Hill,2021-09,58
Nob Hill,2021-10,71
Nob Hill,2021-11,55
Nob Hill,2021-12,58
Nob Hill,2022-01,53
Nob Hill,2022-02,45
Nob Hill,2022-03,63
Nob Hill,2022-04,58
Nob Hill,2022-05,54
Nob Hill,2022-06,59
Nob Hill,2022-07,38
Nob Hill,2022-08,66
Nob Hill,2022-09,68
Nob Hill,2022-10,48
Nob Hill,2022-11,51
Nob Hill,2022-12,40
Noe Valley,2018-01,21
Noe Valley,2018-02,12
Noe Valley,2018-03,13
Noe Valley,2018-04,20
Noe Valley,2018-05,8
Noe Valley,2018-06,13
Noe Valley,2018-07,17
Noe Valley,2018-08,16
Noe Valley,2018-09,27
Noe Valley,2018-10,7
Noe Valley,2018-11,18
Noe Valley,2018-12,19
Noe Valley,2019-01,16
Noe Valley,2019-02,15
Noe Valley,2019-03,22
Noe Valley,2019-04,20
Noe Valley,2019-05,13
Noe Valley,2019-06,12
Noe Valley,2019-07,17
Noe Valley,2019-08,20
Noe Valley,2019-09,25
Noe Valley,2019-10,5
Noe Valley,2019-11,26
Noe Valley,2019-12,17
Noe Valley,2020-01,16
Noe Valley,2020-02,20
Noe Valley,2020-03,10
Noe Valley,2020-04,21
Noe Valley,2020-05,17
Noe Valley,2020-06,11
Noe Valley,2020-07,14
Noe Valley,2020-08,16
Noe Valley,2020-09,12
Noe Valley,2020-10,22
Noe Valley,2020-11,14
Noe Valley,2020-12,19
Noe Valley,2021-01,22
Noe Valley,2021-02,22
Noe Valley,2021-03,23
Noe Valley,2021-04,14
Noe Valley,2021-05,17
Noe Valley,2021-06,15
Noe Valley,2021-07,15
Noe Valley,2021-08,14
Noe Valley,2021-09,14
Noe Valley,2021-10,22
Noe Valley,2021-11,23
Noe Valley,2021-12,28
Noe Valley,2022-01,29
Noe Valley,2022-02,17
Noe Valley,2022-03,17
Noe Valley,2022-04,26
Noe Valley,2022-05,13
Noe Valley,2022-06,6
Noe Valley,2022-07,25
Noe Valley,2022-08,18
Noe Valley,2022-09,23
Noe Valley,2022-10,17
Noe Valley,2022-11,12
Noe Valley,2022-12,14
North Beach,2018-01,60
North Beach,2018-02,52
North Beach,2018-03,48
North Beach,2018-04,51
North Beach,2018-05,43
North Beach,2018-06,61
North Beach,2018-07,68
North Beach,2018-08,67
North Beach,2018-09,90
North Beach,2018-10,67
North Beach,2018-11,52
North Beach,2018-12,72
North Beach,2019-01,63
North Beach,2019-02,49
North Beach,2019-03,39
North Beach,2019-04,46
North Beach,2019-05,53
North Beach,2019-06,46
North Beach,2019-07,68
North Beach,2019-08,62
North Beach,2019-09,42
North Beach,2019-10,73
North Beach,2019-11,42
North Beach,2019-12,39
North Beach,2020-01,56
North Beach,2020-02,43
North Beach,2020-03,43
North Beach,2020-04,33
North Beach,2020-05,25
North Beach,2020-06,26
North Beach,2020-07,28
North Beach,2020-08,42
North Beach,2020-09,27
North Beach,2020-10,45
North Beach,2020-11,31
North Beach,2020-12,31
North Beach,2021-01,34
North Beach,2021-02,35
North Beach,2021-03,34
North Beach,2021-04,44
North Beach,2021-05,75
North Beach,2021-06,67
North Beach,2021-07,37
North Beach,2021-08,61
North Beach,2021-09,54
North Beach,2021-10,55
North Beach,2021-11,58
North Beach,2021-12,32
North Beach,2022-01,36
North Beach,2022-02,36
North Beach,2022-03,48
North Beach,2022-04,41
North Beach,2022-05,40
North Beach,2022-06,43
North Beach,2022-07,44
North Beach,2022-08,50
North Beach,2022-09,64
North Beach,2022-10,50
North Beach,2022-11,41
North Beach,2022-12,34
Oceanview/Merced/Ingleside,2018-01,40
Oceanview/Merced/Ingleside,2018-02,16
Oceanview/Merced/Ingleside,2018-03,29
Oceanview/Merced/Ingleside,2018-04,25
Oceanview/Merced/Ingleside,2018-05,25
Oceanview/Merced/Ingleside,2018-06,21
Oceanview/Merced/Ingleside,2018-07,42
Oceanview/Merced/Ingleside,2018-08,23
Oceanview/Merced/Ingleside,2018-09,33
Oceanview/Merced/Ingleside,2018-10,36
Oceanview/Merced/Ingleside,2018-11,26
Oceanview/Merced/Ingleside,2018-12,24
Oceanview/Merced/Ingleside,2019-01,28
Oceanview/Merced/Ingleside,2019-02,28
Oceanview/Merced/Ingleside,2019-03,19
Oceanview/Merced/Ingleside,2019-04,32
Oceanview/Merced/Ingleside,2019-05,22
Oceanview/Merced/Ingleside,2019-06,31
Oceanview/Merced/Ingleside,2019-07,33
Oceanview/Merced/Ingleside,2019-08,37
Oceanview/Merced/Ingleside,2019-09,30
Oceanview/Merced/Ingleside,2019-10,30
Oceanview/Merced/Ingleside,2019-11,14
Oceanview/Merced/Ingleside,2019-12,38
Oceanview/Merced/Ingleside,2020-01,16
Oceanview/Merced/Ingleside,2020-02,20
Oceanview/Merced/Ingleside,2020-03,23
Oceanview/Merced/Ingleside,2020-04,20
Oceanview/Merced/Ingleside,2020-05,22
Oceanview/Merced/Ingleside,2020-06,18
Oceanview/Merced/Ingleside,2020-07,20
Oceanview/Merced/Ingleside,2020-08,30
Oceanview/Merced/Ingleside,2020-09,28
Oceanview/Merced/Ingleside,2020-10,32
Oceanview/Merced/Ingleside,2020-11,10
Oceanview/Merced/Ingleside,2020-12,10
Oceanview/Merced/Ingleside,2021-01,23
Oceanview/Merced/Ingleside,2021-02,17
Oceanview/Merced/Ingleside,2021-03,20
Oceanview/Merced/Ingleside,2021-04,31
Oceanview/Merced/Ingleside,2021-05,18
Oceanview/Merced/Ingleside,2021-06,41
Oceanview/Merced/Ingleside,2021-07,29
Oceanview/Merced/Ingleside,2021-08,36
Oceanview/Merced/Ingleside,2021-09,18
Oceanview/Merced/Ingleside,2021-10,30
Oceanview/Merced/Ingleside,2021-11,20
Oceanview/Merced/Ingleside,2021-12,22
Oceanview/Merced/Ingleside,2022-01,36
Oceanview/Merced/Ingleside,2022-02,24
Oceanview/Merced/Ingleside,2022-03,29
Oceanview/Merced/Ingleside,2022-04,27
Oceanview/Merced/Ingleside,2022-05,16
Oceanview/Merced/Ingleside,2022-06,22
Oceanview/Merced/Ingleside,2022-07,40
Oceanview/Merced/Ingleside,2022-08,30
Oceanview/Merced/Ingleside,2022-09,14
Oceanview/Merced/Ingleside,2022-10,26
Oceanview/Merced/Ingleside,2022-11,18
Oceanview/Merced/Ingleside,2022-12,25
Outer Mission,2018-01,38
Outer Mission,2018-02,25
Outer Mission,2018-03,24
Outer Mission,2018-04,32
Outer Mission,2018-05,29
Outer Mission,2018-06,19
Outer Mission,2018-07,33
Outer Mission,2018-08,28
Outer Mission,2018-09,32
Outer Mission,2018-10,39
Outer Mission,2018-11,22
Outer Mission,2018-12,31
Outer Mission,2019-01,17
Outer Mission,2019-02,31
Outer Mission,2019-03,40
Outer Mission,2019-04,29
Outer Mission,2019-05,32
Outer Mission,2019-06,24
Outer Mission,2019-07,37
Outer Mission,2019-08,29
Outer Mission,2019-09,38
Outer Mission,2019-10,34
Outer Mission,2019-11,34
Outer Mission,2019-12,25
Outer Mission,2020-01,27
Outer Mission,2020-02,34
Outer Mission,2020-03,26
Outer Mission,2020-04,24
Outer Mission,2020-05,35
Outer Mission,2020-06,24
Outer Mission,2020-07,29
Outer Mission,2020-08,28
Outer Mission,2020-09,37
Outer Mission,2020-10,27
Outer Mission,2020-11,20
Outer Mission,2020-12,51
Outer Mission,2021-01,43
Outer Mission,2021-02,28
Outer Mission,2021-03,26
Outer Mission,2021-04,23
Outer Mission,2021-05,33
Outer Mission,2021-06,40
Outer Mission,2021-07,21
Outer Mission,2021-08,32
Outer Mission,2021-09,30
Outer Mission,2021-10,34
Outer Mission,2021-11,37
Outer Mission,2021-12,27
Outer Mission,2022-01,31
Outer Mission,2022-02,22
Outer Mission,2022-03,29
Outer Mission,2022-04,21
Outer Mission,2022-05,27
Outer Mission,2022-06,19
Outer Mission,2022-07,29
Outer Mission,2022-08,38
Outer Mission,2022-09,28
Outer Mission,2022-10,24
Outer Mission,2022-11,44
Outer Mission,2022-12,27
Outer Richmond,2018-01,41
Outer Richmond,2018-02,33
Outer Richmond,2018-03,39
Outer Richmond,2018-04,51
Outer Richmond,2018-05,62
Outer Richmond,2018-06,25
Outer Richmond,2018-07,50
Outer Richmond,2018-08,36
Outer Richmond,2018-09,31
Outer Richmond,2018-10,51
Outer Richmond,2018-11,46
Outer Richmond,2018-12,38
Outer Richmond,2019-01,61
Outer Richmond,2019-02,34
Outer Richmond,2019-03,40
Outer Richmond,2019-04,39
Outer Richmond,2019-05,49
Outer Richmond,2019-06,36
Outer Richmond,2019-07,33
Outer Richmond,2019-08,58
Outer Richmond,2019-09,37
Outer Richmond,2019-10,52
Outer Richmond,2019-11,46
Outer Richmond,2019-12,33
Outer Richmond,2020-01,36
Outer Richmond,2020-02,36
Outer Richmond,2020-03,40
Outer Richmond,2020-04,34
Outer Richmond,2020-05,34
Outer Richmond,2020-06,40
Outer Richmond,2020-07,47
Outer Richmond,2020-08,46
Outer Richmond,2020-09,52
Outer Richmond,2020-10,49
Outer Richmond,2020-11,26
Outer Richmond,2020-12,27
Outer Richmond,2021-01,34
Outer Richmond,2021-02,50
Outer Richmond,2021-03,34
Outer Richmond,2021-04,36
Outer Richmond,2021-05,49
Outer Richmond,2021-06,53
Outer Richmond,2021-07,58
Outer Richmond,2021-08,47
Outer Richmond,2021-09,55
Outer Richmond,2021-10,55
Outer Richmond,2021-11,29
Outer Richmond,2021-12,42
Outer Richmond,2022-01,46
Outer Richmond,2022-02,39
Outer Richmond,2022-03,44
Outer Richmond,2022-04,53
Outer Richmond,2022-05,50
Outer Richmond,2022-06,57
Outer Richmond,2022-07,53
Outer Richmond,2022-08,57
Outer Richmond,2022-09,52
Outer Richmond,2022-10,33
Outer Richmond,2022-11,39
Outer Richmond,2022-12,33
Pacific Heights,2018-01,31
Pacific Heights,2018-02,17
Pacific Heights,2018-03,23
Pacific Heights,2018-04,30
Pacific Heights,2018-05,22
Pacific Heights,2018-06,28
Pacific Heights,2018-07,22
Pacific Heights,2018-08,23
Pacific Heights,2018-09,32
Pacific Heights,2018-10,27
Pacific Heights,2018-11,17
Pacific Heights,2018-12,32
Pacific Heights,2019-01,35
Pacific Heights,2019-02,32
Pacific Heights,2019-03,28
Pacific Heights,2019-04,28
Pacific Heights,2019-05,33
Pacific Heights,2019-06,28
Pacific Heights,2019-07,26
Pacific Heights,2019-08,34
Pacific Heights,2019-09,31
Pacific Heights,2019-10,27
Pacific Heights,2019-11,30
Pacific Heights,2019-12,21
Pacific Heights,2020-01,36
Pacific Heights,2020-02,28
Pacific Heights,2020-03,31
Pacific Heights,2020-04,18
Pacific Heights,2020-05,37
Pacific Heights,2020-06,36
Pacific Heights,2020-07,33
Pacific Heights,2020-08,30
Pacific Heights,2020-09,24
Pacific Heights,2020-10,26
Pacific Heights,2020-11,30
Pacific Heights,2020-12,26
Pacific Heights,2021-01,25
Pacific Heights,2021-02,22
Pacific Heights,2021-03,19
Pacific Heights,2021-04,28
Pacific Heights,2021-05,31
Pacific Heights,2021-06,32
Pacific Heights,2021-07,14
Pacific Heights,2021-08,30
Pacific Heights,2021-09,23
Pacific Heights,2021-10,31
Pacific Heights,2021-11,25
Pacific Heights,2021-12,37
Pacific Heights,2022-01,22
Pacific Heights,2022-02,27
Pacific Heights,2022-03,30
Pacific Heights,2022-04,36
Pacific Heights,2022-05,19
Pacific Heights,2022-06,22
Pacific Heights,2022-07,21
Pacific Heights,2022-08,23
Pacific Heights,2022-09,32
Pacific Heights,2022-10,27
Pacific Heights,2022-11,26
Pacific Heights,2022-12,21
Portola,2018-01,25
Portola,2018-02,14
Portola,2018-03,25
Portola,2018-04,22
Portola,2018-05,18
Portola,2018-06,17
Portola,2018-07,17
Portola,2018-08,13
